name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3269/kepler-1647-b/
Kepler-1649 b,301,1.03 Earths,17.95,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3489/kepler-1649-b/
Kepler-1649 c,301,1.2 Earths,17.95,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7616/kepler-1649-c/
Kepler-164 b,2906,2.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1762/kepler-164-b/
Kepler-164 c,2906,7.9 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/620/kepler-164-c/
Kepler-164 d,2906,6.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1763/kepler-164-d/
Kepler-1650 b,438,0.84 Earths,17.07,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3506/kepler-1650-b/
Kepler-1651 b,217,4.04 Earths,13.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3507/kepler-1651-b/
Kepler-1652 b,822,3.19 Earths,16.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6072/kepler-1652-b/
Kepler-1653 b,2463,5.35 Earths,15.864,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6073/kepler-1653-b/
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6275/kepler-1654-b/
Kepler-1655 b,696,5 Earths,11.045,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6282/kepler-1655-b/
Kepler-1656 b,606,0.15291 Jupiters,11.64,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6369/kepler-1656-b/
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6502/kepler-1658-b/
Kepler-163 b,2250,1.16 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1760/kepler-163-b/
Kepler-163 c,2250,5.73 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1761/kepler-163-c/
Kepler-1640 b,6067,20.7 Earths,14.754,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2286/kepler-1640-b/
Kepler-1641 b,2807,9.85 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2287/kepler-1641-b/
Kepler-1641 c,2807,9.01 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2288/kepler-1641-c/
Kepler-1642 b,1350,10.3 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2289/kepler-1642-b/
Kepler-1642 c,1350,7.56 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2290/kepler-1642-c/
Kepler-1643 b,1115,5.9 Earths,14.072,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2291/kepler-1643-b/
Kepler-1644 b,2053,4.19 Earths,14.397,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2292/kepler-1644-b/
Kepler-1645 b,3922,3.82 Earths,14.566,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2293/kepler-1645-b/
Kepler-1646 b,416,2.04 Earths,16.8419,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2294/kepler-1646-b/
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3269/kepler-1647-b/
Kepler-1649 b,301,1.03 Earths,17.95,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3489/kepler-1649-b/
Kepler-1649 c,301,1.2 Earths,17.95,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7616/kepler-1649-c/
Kepler-164 b,2906,2.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1762/kepler-164-b/
Kepler-164 c,2906,7.9 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/620/kepler-164-c/
Kepler-164 d,2906,6.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1763/kepler-164-d/
Kepler-1650 b,438,0.84 Earths,17.07,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3506/kepler-1650-b/
Kepler-1651 b,217,4.04 Earths,13.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3507/kepler-1651-b/
Kepler-1652 b,822,3.19 Earths,16.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6072/kepler-1652-b/
Kepler-1653 b,2463,5.35 Earths,15.864,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6073/kepler-1653-b/
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6275/kepler-1654-b/
Kepler-1655 b,696,5 Earths,11.045,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6282/kepler-1655-b/
Kepler-1656 b,606,0.15291 Jupiters,11.64,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6369/kepler-1656-b/
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6502/kepler-1658-b/
Kepler-163 b,2250,1.16 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1760/kepler-163-b/
Kepler-163 c,2250,5.73 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1761/kepler-163-c/
Kepler-1640 b,6067,20.7 Earths,14.754,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2286/kepler-1640-b/
Kepler-1641 b,2807,9.85 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2287/kepler-1641-b/
Kepler-1641 c,2807,9.01 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2288/kepler-1641-c/
Kepler-1642 b,1350,10.3 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2289/kepler-1642-b/
Kepler-1642 c,1350,7.56 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2290/kepler-1642-c/
Kepler-1643 b,1115,5.9 Earths,14.072,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2291/kepler-1643-b/
Kepler-1644 b,2053,4.19 Earths,14.397,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2292/kepler-1644-b/
Kepler-1645 b,3922,3.82 Earths,14.566,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2293/kepler-1645-b/
Kepler-1646 b,416,2.04 Earths,16.8419,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2294/kepler-1646-b/
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3269/kepler-1647-b/
Kepler-1649 b,301,1.03 Earths,17.95,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3489/kepler-1649-b/
Kepler-1649 c,301,1.2 Earths,17.95,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7616/kepler-1649-c/
Kepler-164 b,2906,2.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1762/kepler-164-b/
Kepler-164 c,2906,7.9 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/620/kepler-164-c/
Kepler-164 d,2906,6.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1763/kepler-164-d/
Kepler-1650 b,438,0.84 Earths,17.07,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3506/kepler-1650-b/
Kepler-1651 b,217,4.04 Earths,13.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3507/kepler-1651-b/
Kepler-1652 b,822,3.19 Earths,16.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6072/kepler-1652-b/
Kepler-1653 b,2463,5.35 Earths,15.864,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6073/kepler-1653-b/
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6275/kepler-1654-b/
Kepler-1655 b,696,5 Earths,11.045,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6282/kepler-1655-b/
Kepler-1656 b,606,0.15291 Jupiters,11.64,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6369/kepler-1656-b/
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6502/kepler-1658-b/
Kepler-163 b,2250,1.16 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1760/kepler-163-b/
Kepler-163 c,2250,5.73 Earths,14.467,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1761/kepler-163-c/
Kepler-1640 b,6067,20.7 Earths,14.754,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2286/kepler-1640-b/
Kepler-1641 b,2807,9.85 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2287/kepler-1641-b/
Kepler-1641 c,2807,9.01 Earths,14.49,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2288/kepler-1641-c/
Kepler-1642 b,1350,10.3 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2289/kepler-1642-b/
Kepler-1642 c,1350,7.56 Earths,14.319,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2290/kepler-1642-c/
Kepler-1643 b,1115,5.9 Earths,14.072,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2291/kepler-1643-b/
Kepler-1644 b,2053,4.19 Earths,14.397,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2292/kepler-1644-b/
Kepler-1645 b,3922,3.82 Earths,14.566,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2293/kepler-1645-b/
Kepler-1646 b,416,2.04 Earths,16.8419,2016,https://exoplanets.nasa.gov/exoplanet-catalog/2294/kepler-1646-b/
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016,https://exoplanets.nasa.gov/exoplanet-catalog/3269/kepler-1647-b/
Kepler-1649 b,301,1.03 Earths,17.95,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3489/kepler-1649-b/
Kepler-1649 c,301,1.2 Earths,17.95,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7616/kepler-1649-c/
Kepler-164 b,2906,2.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1762/kepler-164-b/
Kepler-164 c,2906,7.9 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/620/kepler-164-c/
Kepler-164 d,2906,6.57 Earths,14.379,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1763/kepler-164-d/
Kepler-1650 b,438,0.84 Earths,17.07,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3506/kepler-1650-b/
Kepler-1651 b,217,4.04 Earths,13.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/3507/kepler-1651-b/
Kepler-1652 b,822,3.19 Earths,16.86,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6072/kepler-1652-b/
Kepler-1653 b,2463,5.35 Earths,15.864,2017,https://exoplanets.nasa.gov/exoplanet-catalog/6073/kepler-1653-b/
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6275/kepler-1654-b/
Kepler-1655 b,696,5 Earths,11.045,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6282/kepler-1655-b/
Kepler-1656 b,606,0.15291 Jupiters,11.64,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6369/kepler-1656-b/
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019,https://exoplanets.nasa.gov/exoplanet-catalog/6502/kepler-1658-b/
Kepler-165 b,1830,5.99 Earths,15.05,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1764/kepler-165-b/
Kepler-165 c,1830,5.6 Earths,15.05,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1765/kepler-165-c/
Kepler-1661 b,1339,17 Earths,14.357,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7598/kepler-1661-b/
Kepler-1663 b,1102,10.9 Earths,16.069,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7694/kepler-1663-b/
Kepler-1664 b,2044,9.45 Earths,13.621,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7695/kepler-1664-b/
Kepler-1665 b,1094,8.44 Earths,13.737,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7697/kepler-1665-b/
Kepler-1666 b,4500,8.66 Earths,15.104,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7700/kepler-1666-b/
Kepler-1666 c,4500,10.5 Earths,15.104,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7701/kepler-1666-c/
Kepler-1667 b,2045,9.19 Earths,13.52,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7703/kepler-1667-b/
Kepler-1668 b,4357,17.4 Earths,15.792,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7704/kepler-1668-b/
Kepler-1669 b,1773,8.15 Earths,16.473,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7705/kepler-1669-b/
Kepler-1669 c,1773,4.27 Earths,16.473,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8342/kepler-1669-c/
Kepler-166 b,1969,5.77 Earths,14.857,2014,https://exoplanets.nasa.gov/exoplanet-catalog/621/kepler-166-b/
Kepler-166 c,1969,6.26 Earths,14.857,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1766/kepler-166-c/
Kepler-166 d,1969,3.64 Earths,14.857,2016,https://exoplanets.nasa.gov/exoplanet-catalog/5715/kepler-166-d/
Kepler-1670 b,6739,11.2 Earths,15.743,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7707/kepler-1670-b/
Kepler-1671 b,1165,2.32 Earths,13.439,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7708/kepler-1671-b/
Kepler-1672 b,1276,9.11 Earths,12.548,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7709/kepler-1672-b/
Kepler-1673 b,2372,8.93 Earths,13.783,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7710/kepler-1673-b/
Kepler-1674 b,3303,10.4 Earths,15.697,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7712/kepler-1674-b/
Kepler-1675 b,2124,9.93 Earths,13.672,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7713/kepler-1675-b/
Kepler-1676 b,,11.3 Earths,13.485,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7714/kepler-1676-b/
Kepler-1677 b,2399,7.76 Earths,13.806,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7715/kepler-1677-b/
Kepler-1678 b,2764,10.9 Earths,15.02,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7716/kepler-1678-b/
Kepler-1679 b,2966,4.93 Earths,15.327,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7718/kepler-1679-b/
Kepler-167 b,1115,3.24 Earths,14.284,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1767/kepler-167-b/
Kepler-167 c,1115,3.01 Earths,14.284,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1768/kepler-167-c/
Kepler-167 d,1115,1.83 Earths,14.284,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4405/kepler-167-d/
Kepler-167 e,1115,0.231 Jupiters,14.284,2016,https://exoplanets.nasa.gov/exoplanet-catalog/4406/kepler-167-e/
Kepler-1680 b,1012,2.42 Earths,13.85,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7719/kepler-1680-b/
Kepler-1681 b,2474,7.05 Earths,14.646,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7720/kepler-1681-b/
Kepler-1682 b,3783,8.7 Earths,15.907,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7721/kepler-1682-b/
Kepler-1683 b,2392,4.17 Earths,14.962,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7722/kepler-1683-b/
Kepler-1684 b,2029,8.6 Earths,15.951,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7723/kepler-1684-b/
Kepler-1685 b,3725,7.16 Earths,16.096,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7725/kepler-1685-b/
Kepler-1686 b,2381,2.62 Earths,13.661,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7726/kepler-1686-b/
Kepler-1687 b,1360,3.38 Earths,15.928,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7727/kepler-1687-b/
Kepler-1688 b,1851,2.13 Earths,14.142,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7728/kepler-1688-b/
Kepler-1689 b,959,0.799 Earths,12.227,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7729/kepler-1689-b/
Kepler-168 b,4383,2.73 Earths,14.842,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1769/kepler-168-b/
Kepler-168 c,4383,7.7 Earths,14.842,2014,https://exoplanets.nasa.gov/exoplanet-catalog/622/kepler-168-c/
Kepler-1690 b,2296,8.3 Earths,14.882,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7730/kepler-1690-b/
Kepler-1691 b,4135,4.02 Earths,14.893,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7731/kepler-1691-b/
Kepler-1692 b,1928,1.42 Earths,14.674,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7732/kepler-1692-b/
Kepler-1693 b,2479,2.21 Earths,14.857,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7733/kepler-1693-b/
Kepler-1693 c,2479,0.894 Earths,14.857,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8339/kepler-1693-c/
Kepler-1694 b,1674,1.76 Earths,14.901,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7734/kepler-1694-b/
Kepler-1695 b,2581,1.46 Earths,14.762,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7735/kepler-1695-b/
Kepler-1696 b,4914,8.29 Earths,15.505,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7736/kepler-1696-b/
Kepler-1697 b,808,2.12 Earths,13.556,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7737/kepler-1697-b/
Kepler-1717 b,3291,9.21 Earths,13.323,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8070/kepler-1717-b/
Kepler-1718 b,1225,7.12 Earths,12.821,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8149/kepler-1718-b/
Kepler-1719 b,2953,14.8 Earths,13.478,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8119/kepler-1719-b/
Kepler-171 b,2818,6.08 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/624/kepler-171-b/
Kepler-171 c,2818,7.08 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1855/kepler-171-c/
Kepler-171 d,2818,4.23 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1856/kepler-171-d/
Kepler-1720 b,2053,10.4 Earths,14.822,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8338/kepler-1720-b/
Kepler-1721 b,2092,9.9 Earths,15.085,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8123/kepler-1721-b/
Kepler-1722 b,2519,8.58 Earths,14.997,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8313/kepler-1722-b/
Kepler-1723 b,2646,8.65 Earths,14.383,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8074/kepler-1723-b/
Kepler-1724 b,3460,8.43 Earths,14.961,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8138/kepler-1724-b/
Kepler-1725 b,1822,8.31 Earths,13.153,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8140/kepler-1725-b/
Kepler-1726 b,1274,6.84 Earths,13.851,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8073/kepler-1726-b/
Kepler-1727 b,2917,10.2 Earths,15.751,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8245/kepler-1727-b/
Kepler-1728 b,2126,9.04 Earths,15.279,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8323/kepler-1728-b/
Kepler-1729 b,1880,14.4 Earths,15.676,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8290/kepler-1729-b/
Kepler-172 b,2703,6.12 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1857/kepler-172-b/
Kepler-172 c,2703,8.55 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1858/kepler-172-c/
Kepler-172 d,2703,5.69 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/625/kepler-172-d/
Kepler-172 e,2703,8.05 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1859/kepler-172-e/
Kepler-1730 b,4655,18.4 Earths,15.478,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8093/kepler-1730-b/
Kepler-1731 b,554,8.92 Earths,12.742,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8314/kepler-1731-b/
Kepler-1732 b,4206,15.7 Earths,14.884,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8136/kepler-1732-b/
Kepler-1733 b,6787,12.8 Earths,15.612,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8164/kepler-1733-b/
Kepler-1734 b,4837,9.74 Earths,15.598,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8309/kepler-1734-b/
Kepler-1717 b,3291,9.21 Earths,13.323,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8070/kepler-1717-b/
Kepler-1718 b,1225,7.12 Earths,12.821,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8149/kepler-1718-b/
Kepler-1719 b,2953,14.8 Earths,13.478,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8119/kepler-1719-b/
Kepler-171 b,2818,6.08 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/624/kepler-171-b/
Kepler-171 c,2818,7.08 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1855/kepler-171-c/
Kepler-171 d,2818,4.23 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1856/kepler-171-d/
Kepler-1720 b,2053,10.4 Earths,14.822,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8338/kepler-1720-b/
Kepler-1721 b,2092,9.9 Earths,15.085,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8123/kepler-1721-b/
Kepler-1722 b,2519,8.58 Earths,14.997,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8313/kepler-1722-b/
Kepler-1723 b,2646,8.65 Earths,14.383,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8074/kepler-1723-b/
Kepler-1724 b,3460,8.43 Earths,14.961,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8138/kepler-1724-b/
Kepler-1725 b,1822,8.31 Earths,13.153,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8140/kepler-1725-b/
Kepler-1726 b,1274,6.84 Earths,13.851,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8073/kepler-1726-b/
Kepler-1727 b,2917,10.2 Earths,15.751,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8245/kepler-1727-b/
Kepler-1728 b,2126,9.04 Earths,15.279,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8323/kepler-1728-b/
Kepler-1729 b,1880,14.4 Earths,15.676,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8290/kepler-1729-b/
Kepler-172 b,2703,6.12 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1857/kepler-172-b/
Kepler-172 c,2703,8.55 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1858/kepler-172-c/
Kepler-172 d,2703,5.69 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/625/kepler-172-d/
Kepler-172 e,2703,8.05 Earths,14.703,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1859/kepler-172-e/
Kepler-1730 b,4655,18.4 Earths,15.478,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8093/kepler-1730-b/
Kepler-1731 b,554,8.92 Earths,12.742,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8314/kepler-1731-b/
Kepler-1732 b,4206,15.7 Earths,14.884,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8136/kepler-1732-b/
Kepler-1733 b,6787,12.8 Earths,15.612,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8164/kepler-1733-b/
Kepler-1734 b,4837,9.74 Earths,15.598,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8309/kepler-1734-b/
Kepler-1717 b,3291,9.21 Earths,13.323,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8070/kepler-1717-b/
Kepler-1718 b,1225,7.12 Earths,12.821,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8149/kepler-1718-b/
Kepler-1719 b,2953,14.8 Earths,13.478,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8119/kepler-1719-b/
Kepler-171 b,2818,6.08 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/624/kepler-171-b/
Kepler-171 c,2818,7.08 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1855/kepler-171-c/
Kepler-171 d,2818,4.23 Earths,15.101,2014,https://exoplanets.nasa.gov/exoplanet-catalog/1856/kepler-171-d/
Kepler-1720 b,2053,10.4 Earths,14.822,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8338/kepler-1720-b/
